Step,Time,Drone_Position,Current_Target,Distance_Error,Waypoint_Reached,Reward,Info
76,4.958873510360718,"[0.4069982171058655, 0.568916380405426, 1.3706247806549072]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.264363,False,-4.264362812042236,"{'tracking_error': 4.264363, 'drone_position': [0.4069982171058655, 0.568916380405426, 1.3706247806549072], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
77,5.0218665599823,"[0.4161548912525177, 0.583816647529602, 1.3748055696487427]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.261282,False,-4.261281967163086,"{'tracking_error': 4.261282, 'drone_position': [0.4161548912525177, 0.583816647529602, 1.3748055696487427], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
78,5.0849127769470215,"[0.42523422837257385, 0.5987840890884399, 1.3793108463287354]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2583456,False,-4.258345603942871,"{'tracking_error': 4.2583456, 'drone_position': [0.42523422837257385, 0.5987840890884399, 1.3793108463287354], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
79,5.148690700531006,"[0.4344244599342346, 0.6136478781700134, 1.384017825126648]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2553263,False,-4.255326271057129,"{'tracking_error': 4.2553263, 'drone_position': [0.4344244599342346, 0.6136478781700134, 1.384017825126648], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
80,5.212022066116333,"[0.4438573122024536, 0.6283881068229675, 1.3887470960617065]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.252109,False,-4.252109050750732,"{'tracking_error': 4.252109, 'drone_position': [0.4438573122024536, 0.6283881068229675, 1.3887470960617065], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
81,5.275786399841309,"[0.453603595495224, 0.6430822610855103, 1.3933384418487549]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2486725,False,-4.2486724853515625,"{'tracking_error': 4.2486725, 'drone_position': [0.453603595495224, 0.6430822610855103, 1.3933384418487549], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
82,5.338120460510254,"[0.46367084980010986, 0.65788733959198, 1.39766526222229]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2450833,False,-4.245083332061768,"{'tracking_error': 4.2450833, 'drone_position': [0.46367084980010986, 0.65788733959198, 1.39766526222229], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
83,5.447988033294678,"[0.4739668071269989, 0.6730229258537292, 1.4016773700714111]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.241521,False,-4.241520881652832,"{'tracking_error': 4.241521, 'drone_position': [0.4739668071269989, 0.6730229258537292, 1.4016773700714111], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
84,5.510256767272949,"[0.48429015278816223, 0.6886768341064453, 1.4054808616638184]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2382417,False,-4.238241672515869,"{'tracking_error': 4.2382417, 'drone_position': [0.48429015278816223, 0.6886768341064453, 1.4054808616638184], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
85,5.572691440582275,"[0.494443416595459, 0.7048408389091492, 1.409341812133789]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2354083,False,-4.235408306121826,"{'tracking_error': 4.2354083, 'drone_position': [0.494443416595459, 0.7048408389091492, 1.409341812133789], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
86,5.635383129119873,"[0.5044108033180237, 0.721272885799408, 1.413495421409607]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.232922,False,-4.232922077178955,"{'tracking_error': 4.232922, 'drone_position': [0.5044108033180237, 0.721272885799408, 1.413495421409607], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
87,5.695917367935181,"[0.5143563747406006, 0.7377018928527832, 1.417953372001648]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2305217,False,-4.2305216789245605,"{'tracking_error': 4.2305217, 'drone_position': [0.5143563747406006, 0.7377018928527832, 1.417953372001648], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
88,5.758953094482422,"[0.5244577527046204, 0.7540056705474854, 1.4225610494613647]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.228008,False,-4.228007793426514,"{'tracking_error': 4.228008, 'drone_position': [0.5244577527046204, 0.7540056705474854, 1.4225610494613647], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
89,5.819958448410034,"[0.534827470779419, 0.7701975703239441, 1.4271413087844849]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2252965,False,-4.225296497344971,"{'tracking_error': 4.2252965, 'drone_position': [0.534827470779419, 0.7701975703239441, 1.4271413087844849], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
90,5.882920503616333,"[0.5455198884010315, 0.7863789796829224, 1.431541919708252]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2223945,False,-4.2223944664001465,"{'tracking_error': 4.2223945, 'drone_position': [0.5455198884010315, 0.7863789796829224, 1.431541919708252], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
91,5.944842576980591,"[0.5565175414085388, 0.8027294874191284, 1.4356515407562256]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.219404,False,-4.219404220581055,"{'tracking_error': 4.219404, 'drone_position': [0.5565175414085388, 0.8027294874191284, 1.4356515407562256], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
92,6.007298707962036,"[0.5676928758621216, 0.8194745182991028, 1.439457654953003]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.216545,False,-4.216545104980469,"{'tracking_error': 4.216545, 'drone_position': [0.5676928758621216, 0.8194745182991028, 1.439457654953003], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
93,6.068711757659912,"[0.5788269639015198, 0.8367609977722168, 1.4431217908859253]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.214072,False,-4.214072227478027,"{'tracking_error': 4.214072, 'drone_position': [0.5788269639015198, 0.8367609977722168, 1.4431217908859253], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
94,6.130906820297241,"[0.5897603631019592, 0.8545036911964417, 1.4469279050827026]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2120767,False,-4.212076663970947,"{'tracking_error': 4.2120767, 'drone_position': [0.5897603631019592, 0.8545036911964417, 1.4469279050827026], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
95,6.194941759109497,"[0.6005423665046692, 0.8724238276481628, 1.4510568380355835]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.210382,False,-4.210381984710693,"{'tracking_error': 4.210382, 'drone_position': [0.6005423665046692, 0.8724238276481628, 1.4510568380355835], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
96,6.256844997406006,"[0.6113584637641907, 0.8902848362922668, 1.4554550647735596]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.2087197,False,-4.208719730377197,"{'tracking_error': 4.2087197, 'drone_position': [0.6113584637641907, 0.8902848362922668, 1.4554550647735596], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
97,6.318315029144287,"[0.622369110584259, 0.9080106616020203, 1.4599497318267822]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.206925,False,-4.206924915313721,"{'tracking_error': 4.206925, 'drone_position': [0.622369110584259, 0.9080106616020203, 1.4599497318267822], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
98,6.380857944488525,"[0.6336690187454224, 0.9256433844566345, 1.4643694162368774]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.204943,False,-4.2049431800842285,"{'tracking_error': 4.204943, 'drone_position': [0.6336690187454224, 0.9256433844566345, 1.4643694162368774], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
99,6.441925525665283,"[0.6452947854995728, 0.9433080554008484, 1.4685707092285156]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.202812,False,-4.202812194824219,"{'tracking_error': 4.202812, 'drone_position': [0.6452947854995728, 0.9433080554008484, 1.4685707092285156], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
100,6.503805160522461,"[0.6572000980377197, 0.9612048268318176, 1.4724626541137695]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.200675,False,-4.200675010681152,"{'tracking_error': 4.200675, 'drone_position': [0.6572000980377197, 0.9612048268318176, 1.4724626541137695], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
101,6.565582513809204,"[0.6692226529121399, 0.9795538187026978, 1.4760786294937134]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.198783,False,-4.198782920837402,"{'tracking_error': 4.198783, 'drone_position': [0.6692226529121399, 0.9795538187026978, 1.4760786294937134], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
102,6.627851963043213,"[0.6811400055885315, 0.9984456896781921, 1.4796313047409058]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.1973686,False,-4.197368621826172,"{'tracking_error': 4.1973686, 'drone_position': [0.6811400055885315, 0.9984456896781921, 1.4796313047409058], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
103,6.69027304649353,"[0.6928457617759705, 1.0177209377288818, 1.4834015369415283]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.196436,False,-4.196435928344727,"{'tracking_error': 4.196436, 'drone_position': [0.6928457617759705, 1.0177209377288818, 1.4834015369415283], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
104,6.815304756164551,"[0.7044471502304077, 1.037087321281433, 1.4875022172927856]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.1957445,False,-4.195744514465332,"{'tracking_error': 4.1957445, 'drone_position': [0.7044471502304077, 1.037087321281433, 1.4875022172927856], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
